CITY,UF,IGR,CITY_STANDARD
Cachoeira Grande,MA,São Luís,CACHOEIRA GRANDE
Cajapió,MA,Viana,CAJAPIO
Cajari,MA,Viana,CAJARI
Campestre do Maranhão,MA,Imperatriz,CAMPESTRE DO MARANHAO
Cândido Mendes,MA,Governador Nunes Freire,CANDIDO MENDES
Cantanhede,MA,Itapecuru Mirim,CANTANHEDE
Capinzal do Norte,MA,Pedreiras,CAPINZAL DO NORTE
Carolina,MA,Balsas,CAROLINA
Carutapera,MA,Governador Nunes Freire,CARUTAPERA
Caxias,MA,Caxias,CAXIAS
Cedral,MA,Cururupu,CEDRAL
Central do Maranhão,MA,Cururupu,CENTRAL DO MARANHAO
Centro do Guilherme,MA,Governador Nunes Freire,CENTRO DO GUILHERME
Centro Novo do Maranhão,MA,Governador Nunes Freire,CENTRO NOVO DO MARANHAO
Chapadinha,MA,Chapadinha,CHAPADINHA
Cidelândia,MA,Imperatriz,CIDELANDIA
Codó,MA,Codó,CODO
Coelho Neto,MA,Caxias,COELHO NETO
Colinas,MA,Colinas,COLINAS
Conceição do Lago-Açu,MA,Bacabal,CONCEICAO DO LAGOACU
Coroatá,MA,Codó,COROATA
Cururupu,MA,Cururupu,CURURUPU
Davinópolis,MA,Imperatriz,DAVINOPOLIS
Dom Pedro,MA,Presidente Dutra,DOM PEDRO
Duque Bacelar,MA,Caxias,DUQUE BACELAR
Esperantinópolis,MA,Pedreiras,ESPERANTINOPOLIS
Estreito,MA,Imperatriz,ESTREITO
Feira Nova do Maranhão,MA,Balsas,FEIRA NOVA DO MARANHAO
Fernando Falcão,MA,Barra do Corda,FERNANDO FALCAO
Formosa da Serra Negra,MA,Barra do Corda,FORMOSA DA SERRA NEGRA
Fortaleza dos Nogueiras,MA,Balsas,FORTALEZA DOS NOGUEIRAS
Fortuna,MA,Presidente Dutra,FORTUNA
Godofredo Viana,MA,Governador Nunes Freire,GODOFREDO VIANA
Gonçalves Dias,MA,Presidente Dutra,GONCALVES DIAS
Governador Archer,MA,Presidente Dutra,GOVERNADOR ARCHER
Governador Edison Lobão,MA,Imperatriz,GOVERNADOR EDISON LOBAO
Governador Eugênio Barros,MA,Presidente Dutra,GOVERNADOR EUGENIO BARROS
Governador Luiz Rocha,MA,Presidente Dutra,GOVERNADOR LUIZ ROCHA
Governador Newton Bello,MA,Santa Inês,GOVERNADOR NEWTON BELLO
Governador Nunes Freire,MA,Governador Nunes Freire,GOVERNADOR NUNES FREIRE
Graça Aranha,MA,Presidente Dutra,GRACA ARANHA
Grajaú,MA,Barra do Corda,GRAJAU
Guimarães,MA,Cururupu,GUIMARAES
Humberto de Campos,MA,Barreirinhas,HUMBERTO DE CAMPOS
Icatu,MA,São Luís,ICATU
Igarapé do Meio,MA,Santa Inês,IGARAPE DO MEIO
Igarapé Grande,MA,Pedreiras,IGARAPE GRANDE
Imperatriz,MA,Imperatriz,IMPERATRIZ
Itaipava do Grajaú,MA,Barra do Corda,ITAIPAVA DO GRAJAU
Itapecuru Mirim,MA,Itapecuru Mirim,ITAPECURU MIRIM
Itinga do Maranhão,MA,Açailândia,ITINGA DO MARANHAO
Jatobá,MA,Colinas,JATOBA
Jenipapo dos Vieiras,MA,Barra do Corda,JENIPAPO DOS VIEIRAS
João Lisboa,MA,Imperatriz,JOAO LISBOA
Joselândia,MA,Pedreiras,JOSELANDIA
Junco do Maranhão,MA,Governador Nunes Freire,JUNCO DO MARANHAO
Lago da Pedra,MA,Bacabal,LAGO DA PEDRA
Lago do Junco,MA,Pedreiras,LAGO DO JUNCO
Lago dos Rodrigues,MA,Pedreiras,LAGO DOS RODRIGUES
Lago Verde,MA,Bacabal,LAGO VERDE
Lagoa do Mato,MA,São João dos Patos,LAGOA DO MATO
Lagoa Grande do Maranhão,MA,Bacabal,LAGOA GRANDE DO MARANHAO
Lajeado Novo,MA,Imperatriz,LAJEADO NOVO
Lima Campos,MA,Pedreiras,LIMA CAMPOS
Loreto,MA,Balsas,LORETO
Luís Domingues,MA,Governador Nunes Freire,LUIS DOMINGUES
Magalhães de Almeida,MA,Tutóia - Araioses,MAGALHAES DE ALMEIDA
Maracaçumé,MA,Governador Nunes Freire,MARACACUME
Marajá do Sena,MA,Bacabal,MARAJA DO SENA
Maranhãozinho,MA,Governador Nunes Freire,MARANHAOZINHO
Mata Roma,MA,Chapadinha,MATA ROMA
Matinha,MA,Viana,MATINHA
Matões,MA,Timon,MATOES
Matões do Norte,MA,Itapecuru Mirim,MATOES DO NORTE
Milagres do Maranhão,MA,Chapadinha,MILAGRES DO MARANHAO
Mirador,MA,Colinas,MIRADOR
Miranda do Norte,MA,Itapecuru Mirim,MIRANDA DO NORTE
Mirinzal,MA,Cururupu,MIRINZAL
Monção,MA,Santa Inês,MONCAO
Montes Altos,MA,Imperatriz,MONTES ALTOS
Morros,MA,São Luís,MORROS
Nina Rodrigues,MA,Itapecuru Mirim,NINA RODRIGUES
Nova Colinas,MA,Balsas,NOVA COLINAS
Nova Iorque,MA,São João dos Patos,NOVA IORQUE
Nova Olinda do Maranhão,MA,Santa Inês,NOVA OLINDA DO MARANHAO
Olho d'Água das Cunhãs,MA,Bacabal,OLHO DAGUA DAS CUNHAS
Olinda Nova do Maranhão,MA,Viana,OLINDA NOVA DO MARANHAO
Paço do Lumiar,MA,São Luís,PACO DO LUMIAR
Palmeirândia,MA,Pinheiro,PALMEIRANDIA
Paraibano,MA,São João dos Patos,PARAIBANO
Parnarama,MA,Timon,PARNARAMA
Passagem Franca,MA,São João dos Patos,PASSAGEM FRANCA
Pastos Bons,MA,São João dos Patos,PASTOS BONS
Paulino Neves,MA,Tutóia - Araioses,PAULINO NEVES
Paulo Ramos,MA,Bacabal,PAULO RAMOS
Pedreiras,MA,Pedreiras,PEDREIRAS
Pedro do Rosário,MA,Pinheiro,PEDRO DO ROSARIO
Penalva,MA,Viana,PENALVA
Peri Mirim,MA,Pinheiro,PERI MIRIM
Peritoró,MA,Codó,PERITORO
Pindaré-Mirim,MA,Santa Inês,PINDAREMIRIM
Pinheiro,MA,Pinheiro,PINHEIRO
Pio XII,MA,Santa Inês,PIO XII
Pirapemas,MA,Itapecuru Mirim,PIRAPEMAS
Poção de Pedras,MA,Pedreiras,POCAO DE PEDRAS
Porto Franco,MA,Imperatriz,PORTO FRANCO
Porto Rico do Maranhão,MA,Cururupu,PORTO RICO DO MARANHAO
Presidente Dutra,MA,Presidente Dutra,PRESIDENTE DUTRA
Presidente Juscelino,MA,São Luís,PRESIDENTE JUSCELINO
Presidente Médici,MA,Governador Nunes Freire,PRESIDENTE MEDICI
Presidente Sarney,MA,Pinheiro,PRESIDENTE SARNEY
Presidente Vargas,MA,Itapecuru Mirim,PRESIDENTE VARGAS
Primeira Cruz,MA,Barreirinhas,PRIMEIRA CRUZ
Raposa,MA,São Luís,RAPOSA
Riachão,MA,Balsas,RIACHAO
Ribamar Fiquene,MA,Imperatriz,RIBAMAR FIQUENE
Rosário,MA,São Luís,ROSARIO
Sambaíba,MA,Balsas,SAMBAIBA
Santa Filomena do Maranhão,MA,Presidente Dutra,SANTA FILOMENA DO MARANHAO
Santa Helena,MA,Pinheiro,SANTA HELENA
Santa Inês,MA,Santa Inês,SANTA INES
Santa Luzia,MA,Santa Inês,SANTA LUZIA
Santa Luzia do Paruá,MA,Governador Nunes Freire,SANTA LUZIA DO PARUA
Santa Quitéria do Maranhão,MA,Chapadinha,SANTA QUITERIA DO MARANHAO
Santa Rita,MA,São Luís,SANTA RITA
Santana do Maranhão,MA,Tutóia - Araioses,SANTANA DO MARANHAO
Santo Amaro do Maranhão,MA,Barreirinhas,SANTO AMARO DO MARANHAO
Santo Antônio dos Lopes,MA,Pedreiras,SANTO ANTONIO DOS LOPES
São Benedito do Rio Preto,MA,Chapadinha,SAO BENEDITO DO RIO PRETO
São Bento,MA,Pinheiro,SAO BENTO
São Bernardo,MA,Tutóia - Araioses,SAO BERNARDO
São Domingos do Azeitão,MA,São João dos Patos,SAO DOMINGOS DO AZEITAO
São Domingos do Maranhão,MA,Presidente Dutra,SAO DOMINGOS DO MARANHAO
São Félix de Balsas,MA,Balsas,SAO FELIX DE BALSAS
São Francisco do Brejão,MA,Açailândia,SAO FRANCISCO DO BREJAO
São Francisco do Maranhão,MA,São João dos Patos,SAO FRANCISCO DO MARANHAO
São João Batista,MA,Viana,SAO JOAO BATISTA
São João do Carú,MA,Santa Inês,SAO JOAO DO CARU
São João do Paraíso,MA,Imperatriz,SAO JOAO DO PARAISO
São João do Soter,MA,Caxias,SAO JOAO DO SOTER
São João dos Patos,MA,São João dos Patos,SAO JOAO DOS PATOS
São José de Ribamar,MA,São Luís,SAO JOSE DE RIBAMAR
São José dos Basílios,MA,Presidente Dutra,SAO JOSE DOS BASILIOS
São Luís,MA,São Luís,SAO LUIS
São Luís Gonzaga do Maranhão,MA,Bacabal,SAO LUIS GONZAGA DO MARANHAO
São Mateus do Maranhão,MA,Bacabal,SAO MATEUS DO MARANHAO
São Pedro da Água Branca,MA,Imperatriz,SAO PEDRO DA AGUA BRANCA
São Pedro dos Crentes,MA,Barra do Corda,SAO PEDRO DOS CRENTES
São Raimundo das Mangabeiras,MA,Balsas,SAO RAIMUNDO DAS MANGABEIRAS
São Raimundo do Doca Bezerra,MA,Pedreiras,SAO RAIMUNDO DO DOCA BEZERRA
São Roberto,MA,Pedreiras,SAO ROBERTO
São Vicente Ferrer,MA,Viana,SAO VICENTE FERRER
Satubinha,MA,Bacabal,SATUBINHA
Senador Alexandre Costa,MA,Presidente Dutra,SENADOR ALEXANDRE COSTA
Senador La Rocque,MA,Imperatriz,SENADOR LA ROCQUE
Serrano do Maranhão,MA,Cururupu,SERRANO DO MARANHAO
Sítio Novo,MA,Barra do Corda,SITIO NOVO
Sucupira do Norte,MA,Colinas,SUCUPIRA DO NORTE
Sucupira do Riachão,MA,São João dos Patos,SUCUPIRA DO RIACHAO
Tasso Fragoso,MA,Balsas,TASSO FRAGOSO
Timbiras,MA,Codó,TIMBIRAS
Timon,MA,Timon,TIMON
Trizidela do Vale,MA,Pedreiras,TRIZIDELA DO VALE
Tufilândia,MA,Santa Inês,TUFILANDIA
Tuntum,MA,Presidente Dutra,TUNTUM
Turiaçu,MA,Pinheiro,TURIACU
Turilândia,MA,Pinheiro,TURILANDIA
Tutóia,MA,Tutóia - Araioses,TUTOIA
Urbano Santos,MA,Chapadinha,URBANO SANTOS
Vargem Grande,MA,Itapecuru Mirim,VARGEM GRANDE
Viana,MA,Viana,VIANA
Vila Nova dos Martírios,MA,Imperatriz,VILA NOVA DOS MARTIRIOS
Vitória do Mearim,MA,Viana,VITORIA DO MEARIM
Vitorino Freire,MA,Bacabal,VITORINO FREIRE
Zé Doca,MA,Santa Inês,ZE DOCA
Acauã,PI,Paulistana,ACAUA
Agricolândia,PI,Amarante - Água Branca - Regeneração,AGRICOLANDIA
Água Branca,PI,Amarante - Água Branca - Regeneração,AGUA BRANCA
Alagoinha do Piauí,PI,Picos,ALAGOINHA DO PIAUI
Alegrete do Piauí,PI,Picos,ALEGRETE DO PIAUI
Alto Longá,PI,Teresina,ALTO LONGA
Altos,PI,Teresina,ALTOS
Alvorada do Gurguéia,PI,Bom Jesus,ALVORADA DO GURGUEIA
Amarante,PI,Amarante - Água Branca - Regeneração,AMARANTE
Angical do Piauí,PI,Amarante - Água Branca - Regeneração,ANGICAL DO PIAUI
Anísio de Abreu,PI,São Raimundo Nonato,ANISIO DE ABREU
Antônio Almeida,PI,Uruçuí,ANTONIO ALMEIDA
Aroazes,PI,Valença do Piauí,AROAZES
Aroeiras do Itaim,PI,Picos,AROEIRAS DO ITAIM
Arraial,PI,Floriano,ARRAIAL
Assunção do Piauí,PI,Campo Maior,ASSUNCAO DO PIAUI
Avelino Lopes,PI,Corrente,AVELINO LOPES
Baixa Grande do Ribeiro,PI,Uruçuí,BAIXA GRANDE DO RIBEIRO
Barra D'Alcântara,PI,Valença do Piauí,BARRA DALCANTARA
Barras,PI,Barras,BARRAS
Barreiras do Piauí,PI,Corrente,BARREIRAS DO PIAUI
Barro Duro,PI,Amarante - Água Branca - Regeneração,BARRO DURO
Batalha,PI,Esperantina,BATALHA
Bela Vista do Piauí,PI,Simplício Mendes,BELA VISTA DO PIAUI
Belém do Piauí,PI,Picos,BELEM DO PIAUI
Beneditinos,PI,Teresina,BENEDITINOS
Bertolínia,PI,Uruçuí,BERTOLINIA
Betânia do Piauí,PI,Paulistana,BETANIA DO PIAUI
Boa Hora,PI,Barras,BOA HORA
Bocaina,PI,Picos,BOCAINA
Bom Jesus,PI,Bom Jesus,BOM JESUS
Bom Princípio do Piauí,PI,Parnaíba,BOM PRINCIPIO DO PIAUI
Bonfim do Piauí,PI,São Raimundo Nonato,BONFIM DO PIAUI
Boqueirão do Piauí,PI,Campo Maior,BOQUEIRAO DO PIAUI
Brasileira,PI,Piripiri,BRASILEIRA
Brejo do Piauí,PI,Canto do Buriti,BREJO DO PIAUI
Buriti dos Lopes,PI,Parnaíba,BURITI DOS LOPES
Buriti dos Montes,PI,Campo Maior,BURITI DOS MONTES
Cabeceiras do Piauí,PI,Barras,CABECEIRAS DO PIAUI
Cajazeiras do Piauí,PI,Oeiras,CAJAZEIRAS DO PIAUI
Cajueiro da Praia,PI,Parnaíba,CAJUEIRO DA PRAIA
Caldeirão Grande do Piauí,PI,Picos,CALDEIRAO GRANDE DO PIAUI
Campinas do Piauí,PI,Simplício Mendes,CAMPINAS DO PIAUI
Campo Alegre do Fidalgo,PI,São João do Piauí,CAMPO ALEGRE DO FIDALGO
Campo Grande do Piauí,PI,Picos,CAMPO GRANDE DO PIAUI
Campo Largo do Piauí,PI,Barras,CAMPO LARGO DO PIAUI
Campo Maior,PI,Campo Maior,CAMPO MAIOR
Canavieira,PI,Floriano,CANAVIEIRA
Canto do Buriti,PI,Canto do Buriti,CANTO DO BURITI
Capitão de Campos,PI,Piripiri,CAPITAO DE CAMPOS
Capitão Gervásio Oliveira,PI,São João do Piauí,CAPITAO GERVASIO OLIVEIRA
Caracol,PI,São Raimundo Nonato,CARACOL
Caraúbas do Piauí,PI,Parnaíba,CARAUBAS DO PIAUI
Caridade do Piauí,PI,Paulistana,CARIDADE DO PIAUI
Castelo do Piauí,PI,Campo Maior,CASTELO DO PIAUI
Caxingó,PI,Parnaíba,CAXINGO
Cocal,PI,Parnaíba,COCAL
Cocal de Telha,PI,Campo Maior,COCAL DE TELHA
Cocal dos Alves,PI,Parnaíba,COCAL DOS ALVES
Coivaras,PI,Teresina,COIVARAS
Colônia do Gurguéia,PI,Bom Jesus,COLONIA DO GURGUEIA
Colônia do Piauí,PI,Oeiras,COLONIA DO PIAUI
Conceição do Canindé,PI,Simplício Mendes,CONCEICAO DO CANINDE
Coronel José Dias,PI,São Raimundo Nonato,CORONEL JOSE DIAS
Corrente,PI,Corrente,CORRENTE
Cristalândia do Piauí,PI,Corrente,CRISTALANDIA DO PIAUI
Cristino Castro,PI,Bom Jesus,CRISTINO CASTRO
Curimatá,PI,Corrente,CURIMATA
Currais,PI,Bom Jesus,CURRAIS
Curral Novo do Piauí,PI,Paulistana,CURRAL NOVO DO PIAUI
Curralinhos,PI,Teresina,CURRALINHOS
Demerval Lobão,PI,Teresina,DEMERVAL LOBAO
Dirceu Arcoverde,PI,São Raimundo Nonato,DIRCEU ARCOVERDE
Dom Expedito Lopes,PI,Picos,DOM EXPEDITO LOPES
Dom Inocêncio,PI,São Raimundo Nonato,DOM INOCENCIO
Domingos Mourão,PI,Piripiri,DOMINGOS MOURAO
Elesbão Veloso,PI,Amarante - Água Branca - Regeneração,ELESBAO VELOSO
Eliseu Martins,PI,Canto do Buriti,ELISEU MARTINS
Esperantina,PI,Esperantina,ESPERANTINA
Fartura do Piauí,PI,São Raimundo Nonato,FARTURA DO PIAUI
Flores do Piauí,PI,Canto do Buriti,FLORES DO PIAUI
Floresta do Piauí,PI,Oeiras,FLORESTA DO PIAUI
Floriano,PI,Floriano,FLORIANO
Francinópolis,PI,Amarante - Água Branca - Regeneração,FRANCINOPOLIS
Francisco Ayres,PI,Floriano,FRANCISCO AYRES
Francisco Macedo,PI,Picos,FRANCISCO MACEDO
Francisco Santos,PI,Picos,FRANCISCO SANTOS
Fronteiras,PI,Picos,FRONTEIRAS
Geminiano,PI,Picos,GEMINIANO
Gilbués,PI,Corrente,GILBUES
Guadalupe,PI,Floriano,GUADALUPE
Guaribas,PI,São Raimundo Nonato,GUARIBAS
Hugo Napoleão,PI,Amarante - Água Branca - Regeneração,HUGO NAPOLEAO
Ilha Grande,PI,Parnaíba,ILHA GRANDE
Inhuma,PI,Valença do Piauí,INHUMA
Ipiranga do Piauí,PI,Valença do Piauí,IPIRANGA DO PIAUI
Isaías Coelho,PI,Picos,ISAIAS COELHO
Itainópolis,PI,Picos,ITAINOPOLIS
Itaueira,PI,Floriano,ITAUEIRA
Jacobina do Piauí,PI,Paulistana,JACOBINA DO PIAUI
Jaicós,PI,Picos,JAICOS
Jardim do Mulato,PI,Amarante - Água Branca - Regeneração,JARDIM DO MULATO
Jatobá do Piauí,PI,Campo Maior,JATOBA DO PIAUI
Jerumenha,PI,Floriano,JERUMENHA
João Costa,PI,São João do Piauí,JOAO COSTA
Joaquim Pires,PI,Esperantina,JOAQUIM PIRES
Joca Marques,PI,Esperantina,JOCA MARQUES
José de Freitas,PI,Teresina,JOSE DE FREITAS
Juazeiro do Piauí,PI,Campo Maior,JUAZEIRO DO PIAUI
Júlio Borges,PI,Corrente,JULIO BORGES
Jurema,PI,São Raimundo Nonato,JUREMA
Lagoa Alegre,PI,Teresina,LAGOA ALEGRE
Lagoa de São Francisco,PI,Piripiri,LAGOA DE SAO FRANCISCO
Lagoa do Barro do Piauí,PI,São João do Piauí,LAGOA DO BARRO DO PIAUI
Lagoa do Piauí,PI,Teresina,LAGOA DO PIAUI
Lagoa do Sítio,PI,Valença do Piauí,LAGOA DO SITIO
Lagoinha do Piauí,PI,Amarante - Água Branca - Regeneração,LAGOINHA DO PIAUI
Landri Sales,PI,Floriano,LANDRI SALES
Luís Correia,PI,Parnaíba,LUIS CORREIA
Luzilândia,PI,Esperantina,LUZILANDIA
Madeiro,PI,Esperantina,MADEIRO
Manoel Emídio,PI,Uruçuí,MANOEL EMIDIO
Marcolândia,PI,Picos,MARCOLANDIA
Marcos Parente,PI,Floriano,MARCOS PARENTE
Massapê do Piauí,PI,Picos,MASSAPE DO PIAUI
Matias Olímpio,PI,Esperantina,MATIAS OLIMPIO
Miguel Alves,PI,Teresina,MIGUEL ALVES
Miguel Leão,PI,Amarante - Água Branca - Regeneração,MIGUEL LEAO
Milton Brandão,PI,Piripiri,MILTON BRANDAO
Monsenhor Gil,PI,Teresina,MONSENHOR GIL
Monsenhor Hipólito,PI,Picos,MONSENHOR HIPOLITO
Monte Alegre do Piauí,PI,Corrente,MONTE ALEGRE DO PIAUI
Morro Cabeça no Tempo,PI,Corrente,MORRO CABECA NO TEMPO
Morro do Chapéu do Piauí,PI,Esperantina,MORRO DO CHAPEU DO PIAUI
Murici dos Portelas,PI,Parnaíba,MURICI DOS PORTELAS
Nazaré do Piauí,PI,Floriano,NAZARE DO PIAUI
Nazária,PI,Teresina,NAZARIA
Nossa Senhora de Nazaré,PI,Campo Maior,NOSSA SENHORA DE NAZARE
Nossa Senhora dos Remédios,PI,Barras,NOSSA SENHORA DOS REMEDIOS
Nova Santa Rita,PI,São João do Piauí,NOVA SANTA RITA
Novo Oriente do Piauí,PI,Valença do Piauí,NOVO ORIENTE DO PIAUI
Novo Santo Antônio,PI,Teresina,NOVO SANTO ANTONIO
Oeiras,PI,Oeiras,OEIRAS
Olho D'Água do Piauí,PI,Amarante - Água Branca - Regeneração,OLHO DAGUA DO PIAUI
Padre Marcos,PI,Picos,PADRE MARCOS
Paes Landim,PI,Simplício Mendes,PAES LANDIM
Pajeú do Piauí,PI,Canto do Buriti,PAJEU DO PIAUI
Palmeira do Piauí,PI,Bom Jesus,PALMEIRA DO PIAUI
Palmeirais,PI,Amarante - Água Branca - Regeneração,PALMEIRAIS
Paquetá,PI,Picos,PAQUETA
Parnaguá,PI,Corrente,PARNAGUA
Parnaíba,PI,Parnaíba,PARNAIBA
Passagem Franca do Piauí,PI,Amarante - Água Branca - Regeneração,PASSAGEM FRANCA DO PIAUI
Patos do Piauí,PI,Paulistana,PATOS DO PIAUI
Pau D'Arco do Piauí,PI,Teresina,PAU DARCO DO PIAUI
Paulistana,PI,Paulistana,PAULISTANA
Pavussu,PI,Canto do Buriti,PAVUSSU
Pedro II,PI,Piripiri,PEDRO II
Pedro Laurentino,PI,São João do Piauí,PEDRO LAURENTINO
Picos,PI,Picos,PICOS
Pimenteiras,PI,Valença do Piauí,PIMENTEIRAS
Pio IX,PI,Picos,PIO IX
Piracuruca,PI,Piripiri,PIRACURUCA
Piripiri,PI,Piripiri,PIRIPIRI
Porto,PI,Barras,PORTO
Porto Alegre do Piauí,PI,Floriano,PORTO ALEGRE DO PIAUI
Prata do Piauí,PI,Amarante - Água Branca - Regeneração,PRATA DO PIAUI
Queimada Nova,PI,Paulistana,QUEIMADA NOVA
Redenção do Gurguéia,PI,Bom Jesus,REDENCAO DO GURGUEIA
Regeneração,PI,Amarante - Água Branca - Regeneração,REGENERACAO
Riacho Frio,PI,Corrente,RIACHO FRIO
Ribeira do Piauí,PI,São João do Piauí,RIBEIRA DO PIAUI
Ribeiro Gonçalves,PI,Uruçuí,RIBEIRO GONCALVES
Rio Grande do Piauí,PI,Canto do Buriti,RIO GRANDE DO PIAUI
Santa Cruz do Piauí,PI,Picos,SANTA CRUZ DO PIAUI
Santa Cruz dos Milagres,PI,Valença do Piauí,SANTA CRUZ DOS MILAGRES
Santa Filomena,PI,Corrente,SANTA FILOMENA
Santa Luz,PI,Bom Jesus,SANTA LUZ
Santa Rosa do Piauí,PI,Oeiras,SANTA ROSA DO PIAUI
Santana do Piauí,PI,Picos,SANTANA DO PIAUI
Santo Antônio de Lisboa,PI,Picos,SANTO ANTONIO DE LISBOA
Santo Antônio dos Milagres,PI,Amarante - Água Branca - Regeneração,SANTO ANTONIO DOS MILAGRES
Santo Inácio do Piauí,PI,Oeiras,SANTO INACIO DO PIAUI
São Braz do Piauí,PI,São Raimundo Nonato,SAO BRAZ DO PIAUI
São Félix do Piauí,PI,Amarante - Água Branca - Regeneração,SAO FELIX DO PIAUI
São Francisco de Assis do Piauí,PI,Simplício Mendes,SAO FRANCISCO DE ASSIS DO PIAUI
São Francisco do Piauí,PI,Floriano,SAO FRANCISCO DO PIAUI
São Gonçalo do Gurguéia,PI,Corrente,SAO GONCALO DO GURGUEIA
São Gonçalo do Piauí,PI,Amarante - Água Branca - Regeneração,SAO GONCALO DO PIAUI
São João da Canabrava,PI,Picos,SAO JOAO DA CANABRAVA
São João da Fronteira,PI,Piripiri,SAO JOAO DA FRONTEIRA
São João da Serra,PI,Campo Maior,SAO JOAO DA SERRA
São João da Varjota,PI,Oeiras,SAO JOAO DA VARJOTA
São João do Arraial,PI,Esperantina,SAO JOAO DO ARRAIAL
São João do Piauí,PI,São João do Piauí,SAO JOAO DO PIAUI
São José do Divino,PI,Piripiri,SAO JOSE DO DIVINO
São José do Peixe,PI,Floriano,SAO JOSE DO PEIXE
São José do Piauí,PI,Picos,SAO JOSE DO PIAUI
São Julião,PI,Picos,SAO JULIAO
São Lourenço do Piauí,PI,São Raimundo Nonato,SAO LOURENCO DO PIAUI
São Luis do Piauí,PI,Picos,SAO LUIS DO PIAUI
São Miguel da Baixa Grande,PI,Amarante - Água Branca - Regeneração,SAO MIGUEL DA BAIXA GRANDE
São Miguel do Fidalgo,PI,Oeiras,SAO MIGUEL DO FIDALGO
São Miguel do Tapuio,PI,Campo Maior,SAO MIGUEL DO TAPUIO
São Pedro do Piauí,PI,Amarante - Água Branca - Regeneração,SAO PEDRO DO PIAUI
São Raimundo Nonato,PI,São Raimundo Nonato,SAO RAIMUNDO NONATO
Sebastião Barros,PI,Corrente,SEBASTIAO BARROS
Sebastião Leal,PI,Uruçuí,SEBASTIAO LEAL
Sigefredo Pacheco,PI,Campo Maior,SIGEFREDO PACHECO
Simões,PI,Paulistana,SIMOES
Simplício Mendes,PI,Simplício Mendes,SIMPLICIO MENDES
Socorro do Piauí,PI,Simplício Mendes,SOCORRO DO PIAUI
Sussuapara,PI,Picos,SUSSUAPARA
Tamboril do Piauí,PI,Canto do Buriti,TAMBORIL DO PIAUI
Tanque do Piauí,PI,Oeiras,TANQUE DO PIAUI
Teresina,PI,Teresina,TERESINA
União,PI,Teresina,UNIAO
Uruçuí,PI,Uruçuí,URUCUI
Valença do Piauí,PI,Valença do Piauí,VALENCA DO PIAUI
Várzea Branca,PI,São Raimundo Nonato,VARZEA BRANCA
Várzea Grande,PI,Amarante - Água Branca - Regeneração,VARZEA GRANDE
Vera Mendes,PI,Picos,VERA MENDES
Vila Nova do Piauí,PI,Picos,VILA NOVA DO PIAUI
Wall Ferraz,PI,Picos,WALL FERRAZ
Abaiara,CE,Brejo Santo,ABAIARA
Acarape,CE,Redenção-Acarape,ACARAPE
Acaraú,CE,Acaraú,ACARAU
Acopiara,CE,Iguatu,ACOPIARA
Aiuaba,CE,Juazeiro do Norte,AIUABA
Alcântaras,CE,Sobral,ALCANTARAS
Altaneira,CE,Juazeiro do Norte,ALTANEIRA
Alto Santo,CE,Russas - Limoeiro do Norte,ALTO SANTO
Amontada,CE,Itapipoca,AMONTADA
Antonina do Norte,CE,Juazeiro do Norte,ANTONINA DO NORTE
Apuiarés,CE,Itapagé,APUIARES
Aquiraz,CE,Fortaleza,AQUIRAZ
Aracati,CE,Aracati,ARACATI
Aracoiaba,CE,Redenção-Acarape,ARACOIABA
Ararendá,CE,Crateús,ARARENDA
Araripe,CE,Juazeiro do Norte,ARARIPE
Aratuba,CE,Redenção-Acarape,ARATUBA
Arneiroz,CE,Tauá,ARNEIROZ
Assaré,CE,Juazeiro do Norte,ASSARE
Aurora,CE,Juazeiro do Norte,AURORA
Baixio,CE,Icó,BAIXIO
Banabuiú,CE,Quixadá,BANABUIU
Barbalha,CE,Juazeiro do Norte,BARBALHA
Barreira,CE,Redenção-Acarape,BARREIRA
Barro,CE,Brejo Santo,BARRO
Barroquinha,CE,Camocim,BARROQUINHA
Baturité,CE,Redenção-Acarape,BATURITE
Beberibe,CE,Fortaleza,BEBERIBE
Bela Cruz,CE,Acaraú,BELA CRUZ
Boa Viagem,CE,Canindé,BOA VIAGEM
Brejo Santo,CE,Brejo Santo,BREJO SANTO
Camocim,CE,Camocim,CAMOCIM
Campos Sales,CE,Juazeiro do Norte,CAMPOS SALES
Canindé,CE,Canindé,CANINDE
Capistrano,CE,Redenção-Acarape,CAPISTRANO
Caridade,CE,Canindé,CARIDADE
Cariré,CE,Sobral,CARIRE
Caririaçu,CE,Juazeiro do Norte,CARIRIACU
Cariús,CE,Iguatu,CARIUS
Carnaubal,CE,São Benedito - Ipu - Guaraciaba do Norte - Tianguá,CARNAUBAL
Cascavel,CE,Fortaleza,CASCAVEL
Catarina,CE,Iguatu,CATARINA
Catunda,CE,Sobral,CATUNDA
Caucaia,CE,Fortaleza,CAUCAIA
Cedro,CE,Iguatu,CEDRO
Chaval,CE,Camocim,CHAVAL
Choró,CE,Quixadá,CHORO
Chorozinho,CE,Fortaleza,CHOROZINHO
Coreaú,CE,Sobral,COREAU
Crateús,CE,Crateús,CRATEUS
Crato,CE,Juazeiro do Norte,CRATO
Croatá,CE,São Benedito - Ipu - Guaraciaba do Norte - Tianguá,CROATA
Cruz,CE,Acaraú,CRUZ
Deputado Irapuan Pinheiro,CE,Quixadá,DEPUTADO IRAPUAN PINHEIRO
Ereré,CE,Russas - Limoeiro do Norte,ERERE
